573	森林露台：鲍伊猎刀左侧的庄园墙上
574	阿利斯泰尔的愚行保险柜
575	混沌理论阶段的书架
576	实验室机器
577	混沌理论武器（Chaos Theory）
578	胆汁
579	吸血鬼墓穴
580	灯笼光色对照：右边是带橙色光的灯笼
581	蝙蝠掉落的混沌材料
582	蘑菇挖掘点
583	实验室机器
584	阿利斯泰尔的歼灭者（Alistair's Annihilator）
585	绿色方框
586	被击晕的首领
587	结局过场动画
588	哨兵神器
589	天马释放的闪电
590	宝库交汇处：基座上
591	雅典人柱廊：基座上
592	骑乘天马的圆圈
593	巨蟒通道的鹰笼
594	蓝色永恒之火
595	上层道路（Upper Road）
596	宝库交汇处（Intersection of Treasuries）
597	雅典人柱廊：两根红柱附近，靠着白色柱子
598	宝库交汇处：从雅典人柱廊进入后，小路左侧的石头间
599	宝库交汇处：Auger DMR 墙买对面的雕像底部
600	盾牌主体
601	蓝眼睛雕像
602	悬崖废墟：鹰笼左侧地面
603	巨蟒通道：Titan 墙买左侧地面
604	悬崖废墟：蓝色锻炉左侧地面
605	巨蟒通道：卡戎祭坛左侧火碗下方地面
606	雅典人柱廊：铜锣附近的喷泉边缘
607	悬崖废墟：蓝色锻炉右侧桌子上
608	宝库交汇处：一片紫花附近地面
609	巨蟒通道：陷阱碗右侧的红色水晶上
610	进入宝库交汇处时，红色水晶上
611	雅典人柱廊：装满金子的船旁木箱上
612	卡戎祭坛（Charon Shrine）
613	卡戎传送门
614	宝库交汇处：Welling 墙买右侧
615	宝库交汇处：Auger DMR 墙买左侧
616	最后一个齿轮
617	丹努符号
618	第一组丹努符号
619	第二组丹努符号
620	卡在水晶中的物品
621	金色长杆
622	盖娅祭坛（Gaia Shrine）
623	已启动的日晷
624	蓝色符号刻盘
625	已完成的日晷
626	拉神抬起左手的状态
627	拉神光束
628	拉神权杖（Scepter of Ra）
629	赫墨拉祭坛（Hemera Shrine）
630	体育馆浴室：地图外，某个陷阱启动碗左侧的柱子上
631	用赫墨拉之手射击后的碗
632	赫墨拉传送门
633	命中标记挑战
634	门的顺序
635	天马攻击召唤圆圈
636	净化中央区域
637	左侧楼梯前方的岩石上
638	Spitfire 墙买右侧的岩石上
639	奥丁饮料雕像右侧的火碗内
640	卡戎祭坛前方：靠着骨头
641	上一个位置正对面的墙边
642	Titan 墙买之前：悬挂鹰笼附近的岩石旁
643	神秘箱位置正对面：断柱底部
644	进入锻炉房时，岩石上
645	鹰笼正对面的岩石上
646	天马攻击制作台
647	乌拉诺斯祭坛（Ouranos Shrine）
648	飘浮的羽毛
649	巨蟒通道（Python Pass）
650	悬崖废墟（Cliff Ruins）
651	乌拉诺斯传送门
652	倒下的天马
653	跪下的珀尔修斯
654	结局过场动画
